"axis","value","gcm","scenario","year","ess","q05","q17","q50","q83","q95","mean"
"sigma_mod_mult","10","EC-Earth3-Veg","ssp126",2100,9989.13716660923,-12.9167682524052,2.18386157709,35.056195800278,81.8071432494035,115.507826580549,41.1761289797446
"sigma_mod_mult","10","MIROC-ES2L","ssp126",2100,9960.91489373186,18.6420806161036,33.7135365279584,64.0595816975719,116.267517637659,154.544056709731,73.1074533145483
"sigma_mod_mult","10","ALL (uniform GCM prior)","ssp126",2100,NA,-29.8119839371153,-17.5944849457784,21.8678703187335,79.1345528645838,121.90468636782,30.1284652156937
"sigma_mod_mult","10","CESM2-WACCM","ssp534-over",2100,9986.09450200753,-30.7988686973893,-18.9254849961126,13.3330783599912,64.4726211443781,98.0211759529588,21.1613107966347
"sigma_mod_mult","10","MRI-ESM2-0","ssp534-over",2100,9997.73787705914,-34.3217196378814,-26.6561593931845,-14.6022405399039,0.326365328517789,14.9957487835491,-12.9637074856616
"sigma_mod_mult","10","EC-Earth3-Veg","ssp534-over",2100,9989.13716660923,-9.07645279730905,6.23265751495141,39.8578397547125,87.4774110295392,121.671037328665,45.997360008193
"sigma_mod_mult","10","MIROC-ES2L","ssp534-over",2100,9960.91489373186,23.5740721465906,38.8840943501071,69.8959094504891,122.974981291716,161.853243715325,79.0532498308856
"sigma_mod_mult","10","ALL (uniform GCM prior)","ssp534-over",2100,NA,-28.4212704720922,-16.2282350151162,24.8484086228311,83.7947731101119,127.514023741845,33.3120532875128
"sigma_mod_mult","10","CESM2-WACCM","ssp585",2100,9986.09450200753,-48.4589914752378,-34.0539064452178,15.3520091151339,88.4084480995877,138.648387532901,26.1614328104345
"sigma_mod_mult","10","MRI-ESM2-0","ssp585",2100,9997.73787705914,-52.5968249259662,-40.1718205620734,-16.0716975288713,25.4834729086572,57.2133100654647,-8.69892992497644
"sigma_mod_mult","10","EC-Earth3-Veg","ssp585",2100,9989.13716660923,-18.0428004336087,1.17827406331261,55.1490988489022,130.004873260086,186.040281667053,65.5394694503112
"sigma_mod_mult","10","MIROC-ES2L","ssp585",2100,9960.91489373186,41.6414153116936,61.3922823577338,113.118800230791,195.161882513292,255.814694666714,126.875052996222
"sigma_mod_mult","10","ALL (uniform GCM prior)","ssp585",2100,NA,-43.9518686311605,-24.8214292008718,40.7524246447385,127.699143983945,198.961135497241,52.469256332998
"sigma_mod_mult","10","CESM2-WACCM","ssp126",2300,9986.09450200753,-51.8696484446478,14.8008148243357,193.140658632976,459.236333852397,653.188849367227,233.05257945723
"sigma_mod_mult","10","MRI-ESM2-0","ssp126",2300,9997.73787705914,-206.02566674351,-163.187346064473,-93.3835266607309,22.6330663499151,141.018804178911,-70.8798701279129
"sigma_mod_mult","10","EC-Earth3-Veg","ssp126",2300,9989.13716660923,-0.306899182074565,62.1273054649936,207.52594696328,453.940086107382,630.610218718356,250.709626775128
"sigma_mod_mult","10","MIROC-ES2L","ssp126",2300,9960.91489373186,12.4960909600935,60.6128356789083,138.051000123803,233.504794245033,306.085841482096,147.081555854864
"sigma_mod_mult","10","ALL (uniform GCM prior)","ssp126",2300,NA,-156.672784072942,-59.244692853438,112.89805739926,323.400868634584,546.307677947572,139.990972989827
"sigma_mod_mult","10","CESM2-WACCM","ssp534-over",2300,9986.09450200753,-52.0515306237512,14.5893290148053,192.918611361663,458.995719323659,652.908357262359,232.832805954156
"sigma_mod_mult","10","MRI-ESM2-0","ssp534-over",2300,9997.73787705914,-184.207611321288,-142.239646195691,-70.995921366559,50.1514126364435,171.529078390015,-47.1953251300246
"sigma_mod_mult","10","EC-Earth3-Veg","ssp534-over",2300,9989.13716660923,59.2174285238529,124.501574911114,276.961463065096,531.04984060628,714.114794862867,320.621156437444
"sigma_mod_mult","10","MIROC-ES2L","ssp534-over",2300,9960.91489373186,49.5237991528453,98.1264911353843,180.753785037381,283.616706477585,361.073664331207,190.811852029786
"sigma_mod_mult","10","ALL (uniform GCM prior)","ssp534-over",2300,NA,-135.770753022828,-40.7030107179281,152.053933023338,365.119021466133,589.903183815076,174.267622322838
"sigma_mod_mult","10","CESM2-WACCM","ssp585",2300,9986.09450200753,408.017721689277,608.32775809548,1045.19146671562,1676.07305422376,2194.31237216499,1135.28413705633
"sigma_mod_mult","10","MRI-ESM2-0","ssp585",2300,9997.73787705914,-42.5945815046753,122.790920725041,513.381216490251,1068.01248521597,1501.40371928972,590.740200835573
"sigma_mod_mult","10","EC-Earth3-Veg","ssp585",2300,9989.13716660923,463.339814049972,677.539691445099,1129.22132734902,1793.05781470388,2334.5291698175,1232.43841940083
"sigma_mod_mult","10","MIROC-ES2L","ssp585",2300,9960.91489373186,629.867629979841,853.6554267219,1265.97181765037,1809.58401561295,2256.08326796187,1332.91751743967
"sigma_mod_mult","10","ALL (uniform GCM prior)","ssp585",2300,NA,156.102890874155,510.214179058994,1016.88630980852,1647.91584733284,2169.50903775183,1072.8450686831
"sigma_obs_cum_mm","1.11","CESM2-WACCM","ssp126",2100,7770.42203593942,-30.8553985680602,-20.2945585420326,0.656640872684875,46.1263744456482,79.7344423289698,10.5849924717947
"sigma_obs_cum_mm","1.11","MRI-ESM2-0","ssp126",2100,9447.55787321845,-33.8909538051135,-26.1947634793945,-14.3136737754234,0.291035431716115,14.3715546312713,-12.809619723678
"sigma_obs_cum_mm","1.11","EC-Earth3-Veg","ssp126",2100,7755.31932425965,-6.74990408012116,8.51191169772626,47.0107797417185,88.8090567310584,116.629403847589,49.216366169612
"sigma_obs_cum_mm","1.11","MIROC-ES2L","ssp126",2100,7556.26283294035,18.1665833198176,31.1572651496883,49.7602479375671,81.2412713102801,109.46949035629,55.671726793028
"sigma_obs_cum_mm","1.11","ALL (uniform GCM prior)","ssp126",2100,NA,-28.1414671058835,-16.7069024333415,20.828626639686,68.0209576899248,100.958816629695,25.6658664276894
"sigma_obs_cum_mm","1.11","CESM2-WACCM","ssp534-over",2100,7770.42203593942,-30.8642490861853,-20.3039384759071,0.645447849206259,46.1132264803417,79.7198669287092,10.5733898984541
"sigma_obs_cum_mm","1.11","MRI-ESM2-0","ssp534-over",2100,9447.55787321845,-32.148275259859,-24.3405899580289,-12.3647431188272,2.55425065960233,16.8620902625974,-10.7923307284021
"sigma_obs_cum_mm","1.11","EC-Earth3-Veg","ssp534-over",2100,7755.31932425965,-2.83473370907172,12.661151556769,51.9676373763124,94.4400861461218,122.608289397406,54.1511982591881
"sigma_obs_cum_mm","1.11","MIROC-ES2L","ssp534-over",2100,7556.26283294035,23.0991513481488,36.2927660624593,55.3383267581426,87.4683536698569,116.081497584887,61.3271861184004
"sigma_obs_cum_mm","1.11","ALL (uniform GCM prior)","ssp534-over",2100,NA,-27.084253462683,-15.3806011430271,23.8437490162477,72.8281778313716,106.396452009759,28.8148608869104
"sigma_obs_cum_mm","1.11","CESM2-WACCM","ssp585",2100,7770.42203593942,-49.0001736925612,-36.5284195008037,-3.75266839052403,60.1853938339434,108.730623567831,9.5915652589478
"sigma_obs_cum_mm","1.11","MRI-ESM2-0","ssp585",2100,9447.55787321845,-49.1938225292952,-36.7208782628594,-9.73739746533063,30.0515817561232,60.8384956870328,-4.04027622023914
"sigma_obs_cum_mm","1.11","EC-Earth3-Veg","ssp585",2100,7755.31932425965,-11.1810614255959,10.5393869794038,71.0801175108988,137.563800287903,184.995748864322,75.7458808933955
